지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),최다풍향(16방위),평균 상대습도(%)
108,서울,2005-02-12,-4.1,,2,290,44.8
108,서울,2005-02-13,-1.6,,1.8,270,52.5
108,서울,2005-02-14,1.8,,1.9,70,46.8
108,서울,2005-02-15,4.6,5,3.9,70,48.4
108,서울,2005-02-16,2.7,9,3.8,70,81.5
108,서울,2005-02-17,4.7,,2.4,70,60.8
108,서울,2005-02-18,4,,3.4,70,55.6
108,서울,2005-02-19,-2.4,.2,4.2,290,51.5
108,서울,2005-02-20,-7.1,,3.9,290,41.1
108,서울,2005-02-21,-5.8,0,3,290,46.9
108,서울,2005-02-22,-1,3,3.8,70,80.6
108,서울,2005-02-23,-2.9,,3.2,290,50.1
108,서울,2005-02-24,-2.9,,2.5,290,39.4
108,서울,2005-02-25,-4.8,,3.4,290,40.9
108,서울,2005-02-26,-5,,2.9,290,36.1
108,서울,2005-02-27,-2.1,,2.2,290,45.4
108,서울,2005-02-28,.6,,2.4,290,51.3
108,서울,2005-03-01,-.3,,2.7,290,46.1
108,서울,2005-03-02,.3,2.4,2.4,290,63.6
108,서울,2005-03-03,-1.3,,2.6,290,42.1
108,서울,2005-03-04,-.4,,2.7,320,43.5
108,서울,2005-03-05,-.9,,2.2,290,49.5
108,서울,2005-03-06,.5,,2.5,270,54.9
108,서울,2005-03-07,3.8,,3.5,250,74.4
108,서울,2005-03-08,4.2,,2.3,290,57.4
108,서울,2005-03-09,7.3,0,1.8,70,47.6
108,서울,2005-03-10,8.4,.5,3.3,250,89
108,서울,2005-03-11,.7,.5,4.2,290,68.4
108,서울,2005-03-12,-3.9,,4.5,290,36.4
108,서울,2005-03-13,-1.2,,3.4,290,34.4
108,서울,2005-03-14,2.6,,2.6,270,46.9
108,서울,2005-03-15,4.5,,2.3,290,62
108,서울,2005-03-16,7.5,,1.5,290,57.1
108,서울,2005-03-17,5.9,7,3,270,79.3
108,서울,2005-03-18,3.9,,3.9,290,40.9
108,서울,2005-03-19,4.3,,2.5,290,48
108,서울,2005-03-20,5.9,,3.1,270,64.8
108,서울,2005-03-21,7.1,,2.4,50,56.5
108,서울,2005-03-22,8.5,2,2.7,290,58.4
108,서울,2005-03-23,8.7,,2.8,290,41.6
108,서울,2005-03-24,3,.1,4.9,290,43.4
108,서울,2005-03-25,3.1,,4.3,270,50.4
108,서울,2005-03-26,6.8,,2.4,230,74
108,서울,2005-03-27,10.5,,2,270,60.9
108,서울,2005-03-28,6.8,,3,290,64.3
108,서울,2005-03-29,5.6,,3.1,290,30.8
108,서울,2005-03-30,6.7,,3.7,250,47.8
108,서울,2005-03-31,9.5,,2.3,290,48.6
108,서울,2005-04-01,11.2,,1.7,290,31.8
108,서울,2005-04-02,10.4,,2.4,290,44.8
108,서울,2005-04-03,8.6,3.5,2.8,290,61.8
108,서울,2005-04-04,9.3,,3.7,250,44.1
108,서울,2005-04-05,13.3,,3.1,50,41.4
108,서울,2005-04-06,13.8,7,3.8,230,70.4
108,서울,2005-04-07,12.9,,3.5,250,73.9
108,서울,2005-04-08,14.9,,1.4,290,41.5
108,서울,2005-04-09,13.4,41.5,3.1,70,71.8
108,서울,2005-04-10,12.4,17,3,290,69.5
108,서울,2005-04-11,13.5,,2.1,70,51.4
108,서울,2005-04-12,11.2,,2.6,270,62.4
108,서울,2005-04-13,10.5,,3.2,230,51.6
108,서울,2005-04-14,9.9,,4.1,250,48.9
108,서울,2005-04-15,9.6,,2.8,290,32.5
108,서울,2005-04-16,10.8,,2.7,250,23.9
108,서울,2005-04-17,14.3,,2.5,50,31.9
108,서울,2005-04-18,15.2,4.5,1.7,70,61.1
108,서울,2005-04-19,17.3,15,2.1,70,67.1
108,서울,2005-04-20,10.3,6,5.2,250,57.5
108,서울,2005-04-21,10.2,,4.7,250,56.9
108,서울,2005-04-22,11.6,,3.9,270,51.9
108,서울,2005-04-23,13.4,,2.4,290,42.9
108,서울,2005-04-24,14,0,2.8,270,47
108,서울,2005-04-25,13.7,,2.7,270,55.1
108,서울,2005-04-26,14.9,,3,250,48.9
108,서울,2005-04-27,16,.2,3.7,250,49.6
108,서울,2005-04-28,17.5,,4.8,230,72.4
108,서울,2005-04-29,19.2,,1.8,290,61.8
108,서울,2005-04-30,23.5,,1.9,290,64.5
108,서울,2005-05-01,21,.3,2.8,320,65
108,서울,2005-05-02,19.5,,2.7,270,23.8
108,서울,2005-05-03,19.2,,2.3,290,25.6
108,서울,2005-05-04,20.1,,1.8,290,21.1
108,서울,2005-05-05,19.8,16.5,2.4,90,48.3
108,서울,2005-05-06,11.6,13.5,4,70,90
108,서울,2005-05-07,13.5,,2.7,50,63.3
108,서울,2005-05-08,13.4,,3.7,250,75.3
108,서울,2005-05-09,13.3,,3.1,270,56
108,서울,2005-05-10,14.2,,2.2,290,45.9
108,서울,2005-05-11,13.7,1.5,1.7,70,58.8
108,서울,2005-05-12,14.1,1,2.1,290,72.6
108,서울,2005-05-13,16.6,,2.3,70,55.8
108,서울,2005-05-14,16.7,,2.5,270,65.4
108,서울,2005-05-15,18.6,,1.9,290,58.6
108,서울,2005-05-16,19.6,,1.8,290,55.3
108,서울,2005-05-17,19.4,26.5,2.1,90,66.1
108,서울,2005-05-18,15.4,25,3.8,250,83.6
108,서울,2005-05-19,17.2,,2.6,250,60.1
108,서울,2005-05-20,18.5,,2.4,270,49.1
108,서울,2005-05-21,17.7,,2.1,290,42
108,서울,2005-05-22,15.9,1.5,1.4,50,59
108,서울,2005-05-23,16.1,,3.1,270,65.4
108,서울,2005-05-24,17.6,,2,270,59
108,서울,2005-05-25,18.5,,2.6,250,58.5
108,서울,2005-05-26,19.3,,3.4,230,60.1
108,서울,2005-05-27,20.7,,2.1,290,52.3
108,서울,2005-05-28,22,,1.7,50,46.4
108,서울,2005-05-29,23.7,,1.7,70,45.4
108,서울,2005-05-30,21.5,,2.6,290,44.1
108,서울,2005-05-31,21,,2.1,290,35.1
108,서울,2005-06-01,19.8,2.5,2.4,70,58.1
108,서울,2005-06-02,19.1,.5,2.4,230,77.8
108,서울,2005-06-03,18,,2.8,270,74.8
108,서울,2005-06-04,19.5,0,1.7,290,72.1
108,서울,2005-06-05,22.8,,2.1,270,52.9
108,서울,2005-06-06,22.2,,1.8,290,57.4
108,서울,2005-06-07,21.7,,1.3,290,60.1
108,서울,2005-06-08,23,,2,290,58.4
108,서울,2005-06-09,23.6,,1.7,290,60.4
108,서울,2005-06-10,19.1,13.5,2,70,86
108,서울,2005-06-11,21,,2.4,290,69.3
108,서울,2005-06-12,21.8,0,2.6,290,69.1
108,서울,2005-06-13,24.8,,1.7,290,61.5
108,서울,2005-06-14,24.1,3,2.5,50,61.1
108,서울,2005-06-15,21.2,.5,2.9,70,67.8
108,서울,2005-06-16,21.2,0,2.4,70,68.6
108,서울,2005-06-17,22.5,1.5,3.1,250,69.8
108,서울,2005-06-18,23.1,,2.2,230,69
108,서울,2005-06-19,23.6,0,1.9,290,66
108,서울,2005-06-20,23.6,,2.5,290,68.1
108,서울,2005-06-21,24.5,,2.8,230,67.1
108,서울,2005-06-22,24.1,,2.9,250,68.6
108,서울,2005-06-23,24.4,,2.6,290,67.1
108,서울,2005-06-24,25.9,,2.2,270,64.3
108,서울,2005-06-25,25.4,,1.9,290,66.1
108,서울,2005-06-26,24.7,95.5,1.6,70,75
108,서울,2005-06-27,22.7,37,4.6,250,89.4
108,서울,2005-06-28,23.8,,2.5,290,72.1
108,서울,2005-06-29,22.8,13.5,2.8,70,89.6
108,서울,2005-06-30,25.7,1,2.8,230,80.4
108,서울,2005-07-01,23.8,55,2.2,70,85
108,서울,2005-07-02,23.9,1,2,50,88.3
108,서울,2005-07-03,21.5,17.5,2.1,70,91.9
108,서울,2005-07-04,24.2,,2.1,290,71.4
108,서울,2005-07-05,23.1,0,3.2,230,80.8
108,서울,2005-07-06,24.6,,2.5,250,73.6
108,서울,2005-07-07,24.1,8.5,2.7,70,73.4
108,서울,2005-07-08,25.1,11,2.2,70,72.6
108,서울,2005-07-09,22.4,40,1.8,70,88.3
108,서울,2005-07-10,23.7,,1.4,250,77.8
108,서울,2005-07-11,20.7,15.5,2.9,70,87.3
108,서울,2005-07-12,23.1,,1.7,290,70.1
108,서울,2005-07-13,23.3,1.5,2.5,250,79.1
108,서울,2005-07-14,25,0,2.3,230,71
108,서울,2005-07-15,25.8,,1.5,290,71.5
108,서울,2005-07-16,26,,2.3,230,75.3
108,서울,2005-07-17,24.8,.2,1.8,290,79.4
108,서울,2005-07-18,26.4,,2.3,270,74.3
108,서울,2005-07-19,26.5,,2,290,75.8
108,서울,2005-07-20,27,,2.2,290,73.9
108,서울,2005-07-21,27.1,,2.3,290,72.4
108,서울,2005-07-22,29.1,,1.8,290,67.4
108,서울,2005-07-23,30.2,,1.7,290,67.8
108,서울,2005-07-24,29.2,3,1.6,50,70.5
108,서울,2005-07-25,27.8,0,1.9,70,70.8
108,서울,2005-07-26,27.6,,2.4,50,68.4
108,서울,2005-07-27,27,.2,3.2,230,72.5
108,서울,2005-07-28,23.1,115,2.5,230,89.9
108,서울,2005-07-29,25.4,,3,250,76.9
108,서울,2005-07-30,26.1,,2.8,250,77.6
108,서울,2005-07-31,26.9,1,1.4,50,71.6
108,서울,2005-08-01,25.3,26.5,3.2,250,84
108,서울,2005-08-02,26.3,.5,2.5,200,80
108,서울,2005-08-03,24.8,19,1.9,230,86.8
108,서울,2005-08-04,28.5,,2.6,230,70
108,서울,2005-08-05,29.3,,1.8,70,69.9
108,서울,2005-08-06,29,.5,1.9,50,68.9
108,서울,2005-08-07,26.9,0,2.1,50,72.4
108,서울,2005-08-08,26.2,16,2.8,70,79.5
108,서울,2005-08-09,26.4,15,4.5,230,75.5
108,서울,2005-08-10,25.1,57.5,2.2,230,86
108,서울,2005-08-11,25.2,25,2.8,230,85
108,서울,2005-08-12,26,1,3.2,230,84.9
108,서울,2005-08-13,27.2,.5,2.8,250,77.8
108,서울,2005-08-14,27.3,,2.8,290,74.9
108,서울,2005-08-15,27.2,.5,2.3,290,79
108,서울,2005-08-16,28.3,,2.1,290,74.4
108,서울,2005-08-17,28.1,4.5,1.8,290,74
108,서울,2005-08-18,25.5,8,2,290,80.5
108,서울,2005-08-19,21.6,6.5,3,70,84.1
108,서울,2005-08-20,23.2,.5,3.4,50,65.4
108,서울,2005-08-21,24.1,,3,70,60.9
108,서울,2005-08-22,23.1,0,2.9,70,69
108,서울,2005-08-23,24.1,,3.1,70,47
108,서울,2005-08-24,20.6,39.5,4.5,70,61.6
108,서울,2005-08-25,17.6,38.5,3.2,70,93
108,서울,2005-08-26,21.2,,2.3,250,76.4
108,서울,2005-08-27,23.6,,2.3,290,73.4
108,서울,2005-08-28,22.9,25.5,1.9,290,81.8
108,서울,2005-08-29,24.6,,1.8,290,73.8
108,서울,2005-08-30,24.1,,1.7,290,76.8
108,서울,2005-08-31,25.6,,1.3,290,69.6
108,서울,2005-09-01,26.8,.1,3.2,250,73.1
108,서울,2005-09-02,25.2,.5,2.7,290,78.4
108,서울,2005-09-03,23.7,,1.7,70,68.5
108,서울,2005-09-04,22.5,,3.9,70,62.8
108,서울,2005-09-05,22.4,,4.4,70,48.4
108,서울,2005-09-06,21.9,,4.9,50,53
108,서울,2005-09-07,23.3,,2.1,50,60
108,서울,2005-09-08,24.4,,1.8,50,66.4
108,서울,2005-09-09,22.6,2.5,1.9,70,80.1
108,서울,2005-09-10,24.1,,1.6,70,73.5
108,서울,2005-09-11,26.3,,1.6,70,65.6
108,서울,2005-09-12,25.8,.1,1.3,290,67.9
108,서울,2005-09-13,20.5,90.5,3.6,70,84.8
108,서울,2005-09-14,20.2,,1.6,50,71.8
108,서울,2005-09-15,21.4,,2.1,70,60.4
108,서울,2005-09-16,22.8,0,2.1,70,62.5
108,서울,2005-09-17,22.5,74,2.8,230,85.9
108,서울,2005-09-18,22.8,.5,1.7,290,79.5
108,서울,2005-09-19,20.1,0,1.4,290,79.5
108,서울,2005-09-20,20.1,.1,1.4,50,71.6
108,서울,2005-09-21,15.9,40,3.8,70,86.6
108,서울,2005-09-22,17.1,.5,1.7,50,86.8
108,서울,2005-09-23,20.1,,1.8,50,72.1
108,서울,2005-09-24,20.9,,2.4,70,65.5
108,서울,2005-09-25,20.5,,2.1,70,66.3
108,서울,2005-09-26,21,,1.4,50,65.8
108,서울,2005-09-27,21,,1.5,50,66.5
108,서울,2005-09-28,20.8,,1.4,50,63.5
108,서울,2005-09-29,20.8,0,1.9,50,58.9
108,서울,2005-09-30,17.7,104.5,2.3,70,90.9
108,서울,2005-10-01,20.1,14.5,.7,270,91.3
108,서울,2005-10-02,19.2,0,2.3,290,61.9
108,서울,2005-10-03,16.4,.1,1.8,50,61.3
108,서울,2005-10-04,16.6,,1.7,290,57.5
108,서울,2005-10-05,16.5,,1.4,50,59.6
108,서울,2005-10-06,17.6,,1.3,50,56
108,서울,2005-10-07,14.4,19.5,1.1,50,85.4
108,서울,2005-10-08,16.1,,1.6,320,71.5
108,서울,2005-10-09,16.2,,1.3,50,71.8
108,서울,2005-10-10,17.4,,1.5,70,62.9
108,서울,2005-10-11,17.4,,1.3,50,64.4
108,서울,2005-10-12,17.5,,1.4,50,64.9
108,서울,2005-10-13,17.4,,2.5,70,69.3
108,서울,2005-10-14,15,2,2.7,290,49
108,서울,2005-10-15,14.6,,2.3,270,54.4
108,서울,2005-10-16,14.3,,1.6,50,56.1
108,서울,2005-10-17,15.7,,1.8,50,67.6
108,서울,2005-10-18,15.4,,1.6,290,70.4
108,서울,2005-10-19,15.7,,1.2,50,65.5
108,서울,2005-10-20,15.8,,1.6,50,60.3
108,서울,2005-10-21,12.4,13.5,2.2,320,77.4
108,서울,2005-10-22,8,,2.7,290,48.6
108,서울,2005-10-23,9.5,,1.6,290,53.5
108,서울,2005-10-24,12.6,,1.7,50,64.5
108,서울,2005-10-25,14.1,,1.2,50,66.5
108,서울,2005-10-26,14.9,,1.6,70,67.9
108,서울,2005-10-27,14.6,,1.2,50,74.6
108,서울,2005-10-28,12.4,3,2.8,50,67.6
108,서울,2005-10-29,9.2,,2.5,290,57.4
108,서울,2005-10-30,7.9,,1.5,290,64.1
108,서울,2005-10-31,9.7,,1.6,290,59.4
108,서울,2005-11-01,12.5,,2,50,66.6
108,서울,2005-11-02,14.3,0,2.1,50,65.5
108,서울,2005-11-03,15.8,.5,1.3,50,69.8
108,서울,2005-11-04,16.4,,1.2,50,73
108,서울,2005-11-05,16.8,.1,1.8,70,69.6
108,서울,2005-11-06,14.1,30,2.7,290,77.5
108,서울,2005-11-07,10.7,1,2.6,250,46.3
108,서울,2005-11-08,8.8,,2.8,290,49.6
108,서울,2005-11-09,10.6,,1.9,230,54.1
108,서울,2005-11-10,13.9,0,3.1,50,74.1
108,서울,2005-11-11,12.8,,2.1,340,39.6
108,서울,2005-11-12,9.1,,1.8,290,34.8
108,서울,2005-11-13,8.9,0,1.7,50,45.8
108,서울,2005-11-14,5.7,,2.8,320,35.4
108,서울,2005-11-15,3.3,,2.5,290,36.5
108,서울,2005-11-16,3.1,,1.9,290,38.3
108,서울,2005-11-17,3.5,,2,290,38.6
108,서울,2005-11-18,3.6,,2.5,290,38.4
108,서울,2005-11-19,2.9,,2,290,37
108,서울,2005-11-20,3.5,,1.6,290,48.1
108,서울,2005-11-21,5.7,.3,2.5,50,61.5
108,서울,2005-11-22,5.1,,1.9,290,45.8
108,서울,2005-11-23,8.5,.2,2.6,50,60.9
108,서울,2005-11-24,8.4,,1.8,290,53.8
108,서울,2005-11-25,8.4,,2.1,50,64.3
108,서울,2005-11-26,8.2,0,1.9,50,72.1
108,서울,2005-11-27,8.4,3.5,2.1,70,77
108,서울,2005-11-28,7.2,9,3.1,70,71.4
108,서울,2005-11-29,3.2,0,2.7,290,57.5
108,서울,2005-11-30,3.6,,1.5,20,50.9
108,서울,2005-12-01,5.9,.3,2.4,70,61.3
108,서울,2005-12-02,1,,2.8,290,45.8
108,서울,2005-12-03,-.7,5,2.1,290,49.6
108,서울,2005-12-04,-5.1,1.8,3.6,290,59.9
108,서울,2005-12-05,-5.2,,1.8,290,52.3
108,서울,2005-12-06,-2.5,,1.6,340,64.8
108,서울,2005-12-07,-1.8,,2.1,290,62.9
108,서울,2005-12-08,-2.3,,2.2,290,53.3
108,서울,2005-12-09,-1.4,,1.7,290,51.6
108,서울,2005-12-10,-2.9,,2.9,290,40.4
108,서울,2005-12-11,-6.3,,2.6,290,42.3
108,서울,2005-12-12,-8,,3.6,320,43
108,서울,2005-12-13,-8.6,,3.1,290,42.9
108,서울,2005-12-14,-5.8,,2.4,290,46.5
108,서울,2005-12-15,-4.5,,2.2,290,54.4
108,서울,2005-12-16,-3.3,,2.1,290,49.8
108,서울,2005-12-17,-9.7,,4.3,290,30.3
108,서울,2005-12-18,-9.2,.8,1.8,50,62.3
108,서울,2005-12-19,-5,,1.5,50,58.4
108,서울,2005-12-20,-2.8,,1.8,50,50.3
108,서울,2005-12-21,-6.2,1.1,3.6,290,57.8
108,서울,2005-12-22,-6.6,.4,2.7,290,55.5
108,서울,2005-12-23,-3.2,.1,2.5,50,68.4
108,서울,2005-12-24,-4.2,,2.1,290,38.6
108,서울,2005-12-25,-1.7,.5,3.7,290,51.4
108,서울,2005-12-26,-7.5,,2.9,320,42.6
108,서울,2005-12-27,-6.9,,2.5,290,41.4
108,서울,2005-12-28,-5,,1.7,290,38.8
108,서울,2005-12-29,-2.9,,1.5,50,48.6
108,서울,2005-12-30,.1,.3,1.8,50,65
108,서울,2005-12-31,1.4,,2.5,70,61.9
